ID,Year_Birth,Education,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,IncomeRaw,Living_With,Children,Family_Size,Is_Parent
6349,1997,Postgraduate,0.5362040641405663,2013-07-06,71,621,73,414,78,48,85,1,8,4,6,5,0,0,61787.0,Alone,0,1,0
10790,1995,Postgraduate,0.1467715438734331,2013-02-19,40,9,0,5,0,0,7,1,1,0,2,8,0,0,18169.0,Partner,1,3,1
10398,1991,Undergraduate,0.20183207742580622,2012-08-27,82,1,6,2,8,2,12,1,1,0,2,7,0,0,24336.0,Alone,1,2,1
2431,2000,Graduate,0.14724474125924075,2012-12-31,70,12,4,19,12,6,14,1,2,0,3,8,0,0,18222.0,Partner,0,2,0
550,1962,Graduate,0.5410967465447662,2013-05-23,87,243,131,217,85,6,26,2,3,3,13,2,0,0,62335.0,Alone,1,2,1
1890,1981,Undergraduate,0.3598353630227492,2012-09-19,95,11,1,4,2,0,7,1,1,0,2,7,0,0,42033.0,Partner,2,4,1
10742,1993,Postgraduate,0.7575622299203599,2013-02-27,72,532,21,127,26,20,20,0,4,2,5,1,0,0,86580.0,Partner,0,2,0
10356,1967,Postgraduate,0.35451412449555375,2012-09-22,5,29,0,2,0,0,1,1,1,0,3,7,0,0,41437.0,Alone,2,3,1
4676,1961,Postgraduate,0.6426109781793506,2014-03-05,86,612,91,520,258,107,107,2,9,6,8,5,0,0,73705.0,Alone,2,3,1
8852,1986,Graduate,0.529748937537945,2012-08-31,80,387,126,342,0,45,180,5,8,4,11,6,0,0,61064.0,Partner,1,3,1
3565,1965,Postgraduate,0.3278632905967644,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,38452.0,Partner,2,4,1
5294,1999,Graduate,0.1484589836077283,2013-11-20,49,6,8,19,16,4,4,3,3,0,4,7,0,0,18358.0,Alone,1,2,1
1958,1983,Postgraduate,0.4757151530302489,2014-03-21,85,582,0,65,0,0,13,6,8,2,9,5,0,0,55012.0,Partner,1,3,1
7349,1983,Undergraduate,0.07135459447876862,2012-10-02,7,6,17,16,6,16,42,4,3,1,3,8,0,1,9722.0,Partner,1,3,1
8799,1994,Postgraduate,0.32539016463697723,2013-09-23,6,70,6,69,2,3,3,3,3,1,4,7,0,0,38175.0,Partner,1,3,1
1351,1966,Postgraduate,0.5082497053676653,2012-09-20,25,962,12,194,16,24,12,4,7,8,13,6,0,0,58656.0,Partner,1,3,1
1045,1975,Graduate,0.44986786186207633,2012-08-16,55,112,10,107,30,0,20,2,5,2,4,7,0,0,52117.0,Partner,1,3,1
7732,1988,Graduate,0.5632209563944144,2014-01-02,81,293,0,124,179,97,52,1,7,2,10,5,0,0,64813.0,Partner,1,3,1
8070,1983,Postgraduate,0.4686618335059462,2014-03-01,98,199,12,31,3,12,7,1,3,3,5,3,0,0,54222.0,Partner,1,3,1
477,1996,Graduate,0.7301703510588907,2014-06-17,31,1060,61,835,80,20,101,1,4,7,10,1,0,1,83512.0,Partner,0,2,0
7832,1969,Postgraduate,0.676672261704939,2013-08-28,30,940,44,396,0,88,58,1,8,7,7,4,0,1,77520.0,Partner,1,3,1
2202,1988,Graduate,0.35198742902039215,2013-04-09,98,44,2,11,2,3,7,1,1,0,4,5,0,0,41154.0,Partner,1,3,1
7396,1976,Graduate,0.7023677725795506,2012-11-10,92,342,51,936,207,35,26,1,5,8,12,3,0,0,80398.0,Partner,0,2,0
4055,2002,Undergraduate,0.15192314560194278,2014-05-29,41,2,10,11,12,9,20,2,3,0,3,6,0,0,18746.0,Alone,1,2,1
10340,1994,Graduate,0.29879290025356237,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,35196.0,Partner,1,3,1
10091,1966,Graduate,0.5223027749008964,2013-05-20,78,520,20,367,39,81,40,2,6,3,6,5,0,0,60230.0,Alone,1,2,1
7629,1987,Graduate,0.18193993071676012,2014-05-08,46,5,3,9,6,2,6,2,2,0,3,7,0,0,22108.0,Partner,2,4,1
10640,1984,Graduate,0.3808971108174708,2013-09-05,71,87,5,71,7,12,29,5,4,1,4,7,0,0,44392.0,Partner,2,4,1
3498,1986,Postgraduate,0.4793935930859612,2012-11-25,6,462,61,184,10,53,107,4,7,5,9,6,0,1,55424.0,Partner,1,3,1
6742,1989,Graduate,0.14247705439091463,2013-01-13,82,2,2,1,3,1,2,1,1,0,2,8,1,0,17688.0,Partner,1,3,1
1172,1993,Postgraduate,0.8103371308167565,2013-05-01,71,979,44,935,29,25,22,1,7,5,12,3,0,1,92491.0,Partner,0,2,0
569,2001,Graduate,0.7905342666333345,2013-12-14,32,704,129,853,120,74,111,1,5,6,7,2,0,1,90273.0,Alone,0,1,0
4686,1972,Postgraduate,0.7217688653976643,2014-04-02,28,861,31,558,62,95,79,0,6,5,13,2,0,0,82571.0,Alone,0,1,0
1381,1992,Postgraduate,0.32840791400307134,2014-01-28,20,172,3,115,16,0,18,5,6,1,5,8,0,1,38513.0,Alone,1,2,1
2634,1989,Postgraduate,0.13323631298882183,2014-04-18,10,5,7,31,15,4,7,3,2,1,3,6,0,1,16653.0,Alone,1,2,1
10905,1965,Graduate,0.3647726866897611,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,1,42586.0,Partner,2,4,1
1744,1975,Undergraduate,0.19462697760794256,2013-01-07,67,9,7,13,3,2,20,1,1,1,2,6,0,0,23529.0,Alone,1,2,1
1000,1971,Postgraduate,0.6531106031927431,2013-03-08,48,505,72,270,36,27,54,4,9,2,12,5,0,0,74881.0,Partner,2,4,1
3828,1961,Graduate,0.6194153780222135,2013-02-17,61,533,10,217,198,174,195,2,7,6,13,4,0,0,71107.0,Partner,1,3,1
8605,1974,Postgraduate,0.40337845076961537,2014-03-23,36,48,0,14,0,0,6,2,2,0,3,6,0,0,46910.0,Partner,2,4,1
10304,1969,Graduate,0.15142316345844792,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,18690.0,Partner,0,2,0
4351,1965,Graduate,0.31707796150137496,2013-04-27,90,18,2,10,0,0,25,1,1,1,2,7,0,0,37244.0,Alone,2,3,1
10129,1976,Graduate,0.7204831970286775,2014-03-12,35,482,147,509,104,107,107,1,3,5,12,1,0,0,82427.0,Partner,0,2,0
2499,1968,Undergraduate,0.6572265276240133,2013-05-06,38,204,97,97,21,118,26,1,5,2,10,4,0,0,75342.0,Alone,1,2,1
10092,1964,Graduate,0.6099246455483732,2013-02-18,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,70044.0,Alone,1,2,1
7500,1977,Graduate,0.6911896003714152,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,79146.0,Alone,2,3,1
5796,1973,Graduate,0.6759312167422591,2013-11-26,70,560,21,442,29,44,29,1,4,5,13,1,0,0,77437.0,Partner,0,2,0
10556,1969,Graduate,0.47546516195850147,2014-05-24,51,173,13,131,32,3,6,4,6,1,6,7,0,0,54984.0,Partner,1,3,1
1064,1981,Postgraduate,0.36313881647084034,2013-12-11,18,22,1,11,0,5,3,1,1,0,3,8,0,0,42403.0,Partner,1,3,1
48,1974,Graduate,0.48240241419949287,2014-04-24,97,136,1,12,0,3,32,2,4,1,3,6,0,0,55761.0,Partner,1,3,1
7610,1993,Graduate,0.31750651762437054,2013-04-18,32,275,0,86,10,23,66,5,6,3,5,8,0,0,37292.0,Partner,1,3,1
263,1955,Postgraduate,0.39146816185136246,2014-05-28,9,56,19,29,2,14,25,1,3,1,3,8,0,1,45576.0,Alone,0,1,0
10814,1957,Graduate,0.6123977715081603,2013-01-16,6,303,23,751,82,26,191,1,6,5,13,4,0,1,70321.0,Partner,0,2,0
9710,1979,Postgraduate,0.5031606014070925,2013-01-20,80,708,7,62,0,0,15,2,11,3,7,8,0,0,58086.0,Alone,1,2,1
9292,1962,Graduate,0.7148405414092354,2012-10-26,74,324,132,693,27,118,88,1,4,11,7,2,0,0,81795.0,Partner,0,2,0
10250,1957,Undergraduate,0.23801828506124784,2012-11-20,49,1,5,3,7,4,8,1,1,0,2,7,0,0,28389.0,Partner,0,2,0
7881,1956,Postgraduate,0.5812738830756043,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,66835.0,Partner,0,2,0
5847,1979,Graduate,0.6086479054319488,2013-05-29,95,312,21,206,102,92,149,3,7,3,10,5,0,0,69901.0,Alone,1,2,1
737,1959,Postgraduate,0.7020284989821791,2013-03-03,56,1493,86,454,112,43,43,2,4,4,5,2,0,0,80360.0,Partner,0,2,0
3571,1971,Postgraduate,0.5500874968751115,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,63342.0,Partner,1,3,1
7807,1984,Graduate,0.3862272775972287,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,44989.0,Partner,1,3,1
3878,1990,Undergraduate,0.26899932145280525,2014-02-27,3,3,4,7,15,8,11,1,1,0,3,7,0,0,31859.0,Alone,1,2,1
5092,1959,Postgraduate,0.4449751794578765,2013-02-12,39,380,0,47,6,0,34,4,7,1,7,8,0,1,51569.0,Alone,1,2,1
2154,1981,Graduate,0.25572300989250385,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,30372.0,Alone,2,3,1
5394,1989,Undergraduate,0.12753115960144282,2013-03-17,42,3,9,4,7,8,7,4,1,1,4,3,0,0,16014.0,Alone,2,3,1
3798,1978,Graduate,0.35168386843327026,2013-11-06,80,24,2,23,0,8,24,3,2,1,3,6,0,0,41120.0,Partner,2,4,1
3524,1981,Postgraduate,0.3395682297060819,2013-08-04,9,80,1,60,4,6,16,2,5,1,2,9,0,1,39763.0,Alone,1,2,1
5247,1965,Postgraduate,0.3303007035463019,2014-05-10,52,31,0,6,2,1,5,2,1,0,4,4,0,0,38725.0,Partner,2,4,1
5883,1982,Graduate,0.6807881861362094,2013-05-26,78,138,120,204,16,126,60,3,7,4,7,5,0,0,77981.0,Partner,1,3,1
2118,1974,Undergraduate,0.5461858505053391,2013-09-10,68,166,75,96,119,107,59,3,7,2,8,4,0,0,62905.0,Partner,1,3,1
8812,1989,Undergraduate,0.10538016499410736,2013-03-10,45,12,3,8,8,0,17,2,2,0,3,7,0,0,13533.0,Alone,1,2,1
6616,1985,Graduate,0.5156155137316524,2013-10-23,47,178,3,85,71,66,58,2,3,3,8,2,0,0,59481.0,Partner,1,3,1
2797,1987,Graduate,0.628432913110246,2013-08-20,34,707,20,171,65,60,50,1,9,7,9,5,0,0,72117.0,Partner,1,3,1
4328,1996,Undergraduate,0.18057390807471163,2013-09-07,81,5,1,7,17,14,11,2,2,1,3,6,0,0,21955.0,Partner,1,3,1
9167,1966,Graduate,0.5839166458340773,2013-03-26,72,465,71,250,93,35,62,3,9,2,12,6,0,0,67131.0,Partner,1,3,1
10560,1990,Postgraduate,0.3131316738687904,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,0,0,36802.0,Alone,1,2,1
2631,1992,Graduate,0.6260758544337701,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,71853.0,Partner,0,2,0
8312,1971,Undergraduate,0.2367683297025106,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,28249.0,Partner,0,2,0
5534,1985,Postgraduate,0.4113960215706582,2013-10-20,30,123,1,26,2,0,72,2,3,2,3,7,0,0,47808.0,Partner,1,3,1
5093,1984,Postgraduate,0.21230491768151138,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,1,25509.0,Alone,1,2,1
7592,1956,Postgraduate,0.440002142780615,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,51012.0,Partner,0,2,0
8895,1995,Graduate,0.6148530409628227,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,70596.0,Alone,0,1,0
8584,1962,Postgraduate,0.7473036677261525,2013-06-08,54,376,53,462,168,53,53,1,2,7,7,0,0,0,85431.0,Partner,0,2,0
2694,1977,Graduate,0.36546909038962894,2014-03-18,44,21,0,3,0,0,0,1,1,0,3,6,0,0,42664.0,Partner,1,3,1
8910,1965,Graduate,0.3647726866897611,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,1,42586.0,Partner,2,4,1
7433,1995,Graduate,0.2502589193243098,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,29760.0,Alone,1,2,1
164,1987,Postgraduate,0.24323238455769436,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,8,0,0,28973.0,Partner,0,2,0
10477,1983,Postgraduate,0.3366397628656119,2013-08-06,16,71,0,18,0,0,13,1,3,1,2,7,0,0,39435.0,Partner,1,3,1
2681,1994,Undergraduate,0.568193993071676,2013-08-01,1,71,22,112,138,89,29,1,2,3,13,1,0,0,65370.0,Partner,0,2,0
5150,1989,Undergraduate,0.1648512553123103,2012-12-17,64,0,4,7,11,10,15,2,2,0,3,6,0,0,20194.0,Alone,1,2,1
5283,1986,Postgraduate,0.36376379415020893,2014-02-17,72,93,1,21,0,4,25,3,2,1,4,5,0,0,42473.0,Alone,2,3,1
9645,1978,Graduate,0.5612299560729973,2012-10-14,98,920,138,168,36,46,30,1,9,4,10,6,0,0,64590.0,Partner,0,2,0
10678,1969,Graduate,0.6205314095925145,2013-11-28,91,653,17,170,34,26,17,2,11,2,10,7,0,0,71232.0,Partner,1,3,1
7261,1981,Graduate,0.2934716617263669,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,1,34600.0,Partner,2,4,1
9648,1977,Graduate,0.40332488125424093,2012-11-03,20,153,4,56,0,9,31,4,5,1,4,8,0,0,46904.0,Alone,2,3,1
2870,1983,Graduate,0.4228777543659155,2012-09-21,6,376,0,38,11,8,69,5,6,3,6,6,0,0,49094.0,Partner,1,3,1
8008,1993,Graduate,0.3066408342559194,2013-12-09,54,46,0,30,12,1,30,1,2,0,4,6,0,0,36075.0,Partner,1,3,1
1513,1989,Undergraduate,0.5277400807114031,2012-08-28,72,600,21,128,223,150,128,13,2,2,12,8,0,0,60839.0,Partner,2,4,1
6173,1989,Graduate,0.6746901896360844,2013-11-02,46,425,115,292,23,35,79,1,6,6,11,3,0,0,77298.0,Partner,1,3,1
1419,1960,Graduate,0.28834684475554445,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5,0,0,34026.0,Partner,2,4,1
9150,1973,Postgraduate,0.4213063819149316,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,48918.0,Alone,2,3,1
7960,1972,Undergraduate,0.7177600799971429,2013-08-15,89,734,22,350,151,25,100,1,3,9,13,1,0,0,82122.0,Partner,0,2,0
1250,1986,Graduate,0.321122459912146,2014-02-07,82,34,6,21,11,4,8,1,2,1,3,6,0,0,37697.0,Alone,1,2,1
9905,1962,Graduate,0.28877540087854003,2013-07-13,69,135,1,41,10,1,67,5,3,3,3,6,0,0,34074.0,Partner,2,4,1
10691,1970,Postgraduate,0.23918788614692332,2013-06-14,55,11,0,10,0,2,20,1,1,1,2,6,0,0,28520.0,Partner,2,4,1
7002,1965,Graduate,0.542882397057248,2013-10-03,13,163,48,90,0,45,52,1,3,2,8,3,0,0,62535.0,Alone,1,2,1
2952,1987,Postgraduate,0.3084086282632763,2014-04-16,80,29,3,30,3,2,9,2,3,0,3,6,0,0,36273.0,Alone,1,2,1
8439,1974,Graduate,0.5506410485339809,2014-06-06,97,734,26,70,11,44,17,2,6,3,4,4,0,0,63404.0,Partner,2,4,1
762,1991,Undergraduate,0.6610835327309739,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,0,75774.0,Partner,1,3,1
2831,1986,Graduate,0.684671976000857,2014-06-27,99,453,38,279,188,38,183,2,7,7,10,3,0,0,78416.0,Partner,1,3,1
6977,1984,Graduate,0.6604406985464805,2012-10-14,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,75702.0,Partner,1,3,1
6289,1961,Postgraduate,0.5147584014856612,2013-04-28,85,135,0,10,0,4,36,2,3,1,4,5,0,0,59385.0,Partner,2,4,1
4168,1976,Graduate,0.3155244455555159,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,1,37070.0,Alone,2,3,1
8397,1961,Graduate,0.38354880182850615,2014-01-10,82,18,0,5,0,0,11,2,1,1,2,7,0,0,44689.0,Partner,2,4,1
9284,1968,Graduate,0.4664744116281561,2013-06-08,21,620,16,165,0,24,82,5,5,5,12,5,0,0,53977.0,Partner,1,3,1
6237,1976,Postgraduate,0.04833755937287954,2013-12-07,92,81,4,33,5,2,291,0,23,1,1,0,0,0,7144.0,Alone,2,3,1
3130,1974,Graduate,0.15152137423663442,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,18701.0,Alone,2,3,1
1619,1966,Graduate,0.7913913788793256,2014-04-28,2,292,51,981,224,23,17,1,4,6,6,1,0,1,90369.0,Partner,0,2,0
1990,1984,Postgraduate,0.5484536266561908,2012-11-05,74,965,34,586,89,86,37,1,3,5,8,3,0,0,63159.0,Alone,0,1,0
5513,1976,Graduate,0.3216670833184529,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8,0,0,37758.0,Partner,2,4,1
269,1973,Postgraduate,0.4020124281275669,2012-11-16,71,777,30,163,0,51,122,6,4,4,7,9,0,0,46757.0,Alone,1,2,1
8093,1979,Postgraduate,0.6964394128781114,2014-06-28,72,572,8,232,23,62,17,1,4,3,6,1,0,0,79734.0,Partner,0,2,0
10513,2002,Graduate,0.5488821827791864,2013-01-20,68,438,169,565,91,169,70,1,2,3,6,7,0,0,63207.0,Partner,0,2,0
10177,1964,Graduate,0.6280222134923752,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,0,0,72071.0,Alone,1,2,1
2549,1993,Postgraduate,0.17954715903003465,2013-07-21,80,17,0,9,0,0,1,1,1,0,3,9,0,0,21840.0,Partner,1,3,1
5782,1992,Undergraduate,0.5075890146780472,2013-09-28,15,402,35,106,101,77,42,2,9,2,9,5,0,0,58582.0,Partner,1,3,1
10057,1961,Graduate,0.6299060747830434,2013-07-19,70,503,27,419,90,139,153,1,5,7,9,7,0,1,72282.0,Alone,0,1,0
10307,1966,Graduate,0.43442198492910966,2013-08-31,91,369,9,87,12,14,34,3,6,2,8,5,0,0,50387.0,Partner,2,4,1
8566,1971,Postgraduate,0.275463376307989,2014-06-15,10,5,0,3,0,0,1,1,1,0,2,7,0,0,32583.0,Partner,2,4,1
2415,1972,Graduate,0.5431770293918073,2014-04-07,99,362,17,398,80,35,61,3,5,3,5,4,0,0,62568.0,Partner,1,3,1
5684,1981,Postgraduate,0.38306667619013607,2013-10-11,25,56,0,9,0,0,3,2,2,0,3,7,0,0,44635.0,Alone,2,3,1
8334,1981,Postgraduate,0.28200778543623445,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,0,0,33316.0,Alone,2,3,1
9166,1978,Graduate,0.5556676547266168,2013-08-09,57,387,84,141,73,35,162,3,4,4,12,2,0,0,63967.0,Partner,1,3,1
1440,1988,Undergraduate,0.4534034498767901,2012-09-04,84,367,17,241,104,188,232,2,9,5,9,7,0,0,52513.0,Partner,0,2,0
78,1979,Graduate,0.21037641512803115,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,0,25293.0,Partner,1,3,1
5441,1975,Postgraduate,0.46767079747151885,2013-08-25,97,267,6,54,8,3,50,2,5,2,6,5,0,0,54111.0,Alone,1,2,1
5302,1996,Graduate,0.684475554444484,2013-02-15,13,298,27,697,216,24,166,1,4,6,5,2,0,1,78394.0,Partner,0,2,0
4687,1968,Postgraduate,0.705412306703332,2013-05-23,92,674,92,736,39,0,92,1,3,11,9,1,0,0,80739.0,Partner,0,2,0
1087,1985,Postgraduate,0.1869486804042713,2013-05-22,30,16,14,36,37,22,48,3,4,1,2,9,0,1,22669.0,Partner,1,3,1
6859,1997,Graduate,0.24558051498160782,2013-10-08,30,37,4,24,16,9,9,2,4,0,3,9,0,0,29236.0,Alone,1,2,1
9860,1969,Graduate,0.3855308738973608,2013-03-15,11,159,0,22,2,1,31,3,4,1,4,7,0,0,44911.0,Partner,1,3,1
7129,1972,Postgraduate,0.4728670404628406,2013-02-17,72,686,17,142,23,26,35,8,6,4,13,6,0,0,54693.0,Partner,1,3,1
5866,1984,Graduate,0.4147709010392486,2014-03-20,39,97,3,66,12,7,34,3,4,1,4,7,0,0,48186.0,Partner,1,3,1
10521,1987,Graduate,0.47390271776008,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,1,54809.0,Partner,2,4,1
7393,1988,Graduate,0.3557908646119781,2012-12-10,15,56,5,24,4,0,3,3,2,1,3,5,0,0,41580.0,Partner,2,4,1
7849,1980,Postgraduate,0.7018142209206814,2013-09-09,12,209,19,456,160,142,66,1,2,9,13,1,0,0,80336.0,Partner,0,2,0
332,1967,Graduate,0.41081568515410166,2013-03-22,56,198,2,43,0,12,20,3,4,1,6,6,0,0,47743.0,Partner,1,3,1
9847,1965,Undergraduate,0.5467840434270204,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,62972.0,Partner,1,3,1
531,1964,Postgraduate,0.49643762722759904,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,0,1,57333.0,Alone,1,2,1
9576,1992,Postgraduate,0.2730527481161387,2013-02-11,60,86,4,56,2,4,7,3,4,0,4,9,0,0,32313.0,Partner,1,3,1
6906,1963,Postgraduate,0.7430359630013214,2013-06-03,73,167,48,602,63,72,72,1,3,10,4,2,0,1,84953.0,Alone,0,1,0
7419,1978,Postgraduate,0.22625084818399344,2014-04-23,90,8,3,19,0,2,3,2,2,0,3,6,0,0,27071.0,Alone,1,2,1
3170,1967,Postgraduate,0.5929966786900467,2013-08-31,86,389,66,408,37,57,85,1,4,4,6,2,0,0,68148.0,Partner,0,2,0
8527,1975,Postgraduate,0.5714528052569551,2013-12-07,37,239,7,119,4,15,11,5,6,2,6,7,0,0,65735.0,Partner,2,4,1
7872,1985,Postgraduate,0.7598478625763365,2012-09-12,7,179,21,273,0,21,63,1,6,10,6,5,0,1,86836.0,Partner,0,2,0
9931,1973,Postgraduate,0.020472483125602653,2014-06-23,29,5,0,1,1,1,1,15,0,0,0,19,0,0,4023.0,Partner,2,4,1
10595,2000,Graduate,0.2532320274275919,2013-07-08,19,2,6,28,13,4,16,1,2,0,3,7,0,0,30093.0,Partner,0,2,0
4609,1976,Postgraduate,0.49975893718081493,2014-01-11,14,383,0,53,6,4,40,3,8,1,6,6,0,0,57705.0,Partner,1,3,1
5010,1998,Graduate,0.20783186314774474,2014-02-02,72,2,8,8,6,1,9,2,1,0,3,8,0,0,25008.0,Alone,1,2,1
4427,2005,Undergraduate,0.7278936466554765,2012-09-18,56,536,27,590,38,107,67,1,5,10,12,6,1,1,83257.0,Alone,0,1,0
11148,1985,Graduate,0.18347559015749437,2013-05-19,85,2,1,4,3,1,2,1,1,0,2,8,0,0,22280.0,Partner,1,3,1
1168,1988,Postgraduate,0.6288078997178671,2012-10-29,62,322,53,899,34,40,53,1,4,6,10,2,0,0,72159.0,Partner,0,2,0
9595,1971,Graduate,0.5582836327274026,2013-01-11,1,539,169,816,20,0,30,1,4,5,4,3,0,1,64260.0,Partner,0,2,0
10163,1994,Postgraduate,0.7232152423127745,2013-09-10,28,712,50,420,65,38,38,1,8,4,7,4,0,1,82733.0,Alone,0,1,0
2886,1981,Postgraduate,0.6478340059283596,2013-08-12,70,1121,0,72,0,12,12,4,10,8,10,6,0,0,74290.0,Alone,1,2,1
6710,1961,Postgraduate,0.504330202492768,2012-11-17,84,68,1,13,3,5,13,1,2,0,4,6,0,0,58217.0,Alone,3,4,1
5316,1986,Postgraduate,0.17226170493910933,2013-07-04,89,36,4,18,6,2,18,1,2,0,4,7,0,0,21024.0,Partner,0,2,0
9029,1982,Postgraduate,0.6105674797328666,2013-01-26,73,707,44,603,95,58,29,1,2,8,12,1,0,0,70116.0,Partner,0,2,0
521,1995,Graduate,0.466733330952466,2012-09-18,42,174,77,203,6,24,97,2,8,1,7,7,0,0,54006.0,Partner,1,3,1
1459,1976,Postgraduate,0.6011660297846505,2012-11-07,16,666,35,124,69,8,26,1,5,3,5,3,0,0,69063.0,Partner,1,3,1
10241,1985,Undergraduate,0.08676475840148566,2013-12-15,16,0,0,0,6,2,6,1,1,0,2,6,0,0,11448.0,Alone,0,1,0
1630,1989,Graduate,0.5365433377379378,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,61825.0,Alone,1,2,1
3254,1981,Graduate,0.6174422342059211,2013-10-14,65,407,70,239,103,88,53,1,5,4,4,2,0,0,70886.0,Partner,1,3,1
9064,1992,Graduate,0.6015767294025213,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4,0,1,69109.0,Partner,0,2,0
3678,1983,Graduate,0.5221063533445234,2012-10-07,13,488,23,71,15,0,59,11,8,3,7,7,0,1,60208.0,Alone,2,3,1
4227,1978,Postgraduate,0.278195421592086,2013-09-06,78,28,0,13,4,2,8,3,2,1,3,5,0,0,32889.0,Partner,2,4,1
9467,1994,Graduate,0.29470376057997927,2014-05-11,51,3,2,10,3,0,2,1,1,0,3,6,0,0,34738.0,Alone,1,2,1
8486,1981,Postgraduate,0.25720509981786366,2012-10-01,27,284,0,52,8,3,20,4,9,0,4,10,0,0,30538.0,Partner,1,3,1
2186,1987,Undergraduate,0.7195814435198742,2014-03-10,30,938,142,754,159,81,183,1,5,10,6,2,0,1,82326.0,Partner,0,2,0
3286,1977,Postgraduate,0.2224206278347202,2014-03-01,71,13,2,15,2,2,8,2,2,0,3,6,0,0,26642.0,Alone,1,2,1
8602,1974,Graduate,0.6089246812613834,2013-06-12,97,412,172,153,150,105,57,2,7,6,11,4,0,0,69932.0,Alone,1,2,1
3722,1982,Graduate,0.38188814685189815,2014-04-16,83,31,1,8,0,0,8,2,2,0,3,6,0,0,44503.0,Alone,2,3,1
6715,1958,Postgraduate,0.5220349273240241,2013-01-02,3,502,19,132,0,6,26,6,6,2,11,6,0,0,60200.0,Alone,1,2,1
4796,1962,Graduate,0.4277347237598657,2014-04-19,71,18,10,3,3,5,0,1,1,0,3,2,0,0,49638.0,Alone,1,2,1
9612,1997,Undergraduate,0.19731438162922754,2014-02-07,3,1,8,6,4,8,16,1,1,0,3,7,0,0,23830.0,Alone,0,1,0
3766,1969,Postgraduate,0.27964179850719617,2012-08-16,15,100,71,243,108,94,219,3,9,1,8,9,0,1,33051.0,Alone,0,1,0
1399,1968,Graduate,0.6354683761294239,2014-01-21,52,407,114,445,181,165,203,1,3,7,9,1,0,0,72905.0,Partner,0,2,0
1570,1961,Postgraduate,0.6068711831720295,2013-02-19,8,664,9,240,50,19,57,2,7,7,10,4,0,0,69702.0,Partner,1,3,1
3426,1985,Graduate,0.6122102782043498,2013-07-15,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,70300.0,Alone,1,2,1
3074,1994,Postgraduate,0.6152726688332559,2012-10-15,66,1218,107,304,23,143,33,1,5,8,4,6,0,1,70643.0,Partner,0,2,0
8341,1979,Postgraduate,0.25593728795400167,2014-04-30,22,15,0,6,0,1,12,2,1,1,2,7,0,1,30396.0,Partner,1,3,1
5180,1978,Postgraduate,0.43646655476590124,2014-04-18,56,128,0,16,0,1,4,2,4,0,4,7,0,0,50616.0,Alone,1,2,1
6461,1979,Postgraduate,0.5449983929145387,2013-05-19,74,581,49,157,43,8,108,1,5,6,11,2,0,0,62772.0,Alone,1,2,1
7679,1995,Postgraduate,0.25506231920288563,2014-05-19,48,6,3,12,6,1,0,1,1,1,3,3,0,0,30298.0,Alone,0,1,0
10702,1994,Graduate,0.45251062462054925,2012-11-03,67,185,8,133,56,56,12,2,7,1,7,7,0,0,52413.0,Alone,1,2,1
